"ts_code","trade_date","open","high","low","close","pre_close","change","pct_chg","vol","amount"
"600519.SH","20190719","955","960.8","948","955.87","947.5","8.37","0.8834","28014.81","2679887.449"
"600519.SH","20190718","961.5","963","947.18","947.5","963.5","-16","-1.6606","39252.95","3748507.464"
"600519.SH","20190717","968","972.99","962.13","963.5","968","-4.5","-0.4649","25468.87","2459954.487"
"600519.SH","20190716","975.45","982.3","965","968","975.93","-7.93","-0.8126","33245.24","3226755.644"
"600519.SH","20190715","967.8","980.1","951.13","975.93","986.09","-10.16","-1.0303","59870.4","5785726.59"
"600519.SH","20190712","981.3","991.5","980.01","986.09","981.5","4.59","0.4677","28173.85","2778937.975"
"600519.SH","20190711","989.96","998.38","976","981.5","982.52","-1.02","-0.1038","30514.19","3011117.079"
"600519.SH","20190710","980.93","990.58","977","982.52","976.06","6.46","0.6618","28166.7","2774054.724"
"600519.SH","20190709","979.3","989","968.35","976.06","984.86","-8.8","-0.8935","31723.32","3103986.405"
"600519.SH","20190708","995.05","997.9","975","984.86","999.82","-14.96","-1.4963","33613.52","3313713.091"
"600519.SH","20190705","986","1006","976.3","999.82","981.2","18.62","1.8977","50032.71","4968920.475"
"600519.SH","20190704","985.8","990.8","971.22","981.2","987.9","-6.7","-0.6782","46216.68","4531686.001"
"600519.SH","20190703","1020","1023","981.5","987.9","1025","-37.1","-3.6195","67139.32","6717755.678"
"600519.SH","20190702","1025","1029.5","1016","1025","1031.86","-6.86","-0.6648","39061.09","3989722.046"
"600519.SH","20190701","1004.52","1035.6","1000.22","1031.86","984","47.86","4.8638","52337.23","5325575.854"
"600519.SH","20190628","985.99","988.88","971.33","984","981.81","2.19","0.2231","31088.4","3050739.277"
"600519.SH","20190627","985","1001","981.12","996.35","979.86","16.49","1.6829","47978.45","4772724.089"
"600519.SH","20190626","985","985","971.22","979.86","982.98","-3.12","-0.3174","29588.18","2896585.581"
"600519.SH","20190625","992","999","967","982.98","987.1","-4.12","-0.4174","51295.95","5035624.42"
"600519.SH","20190624","978.3","999.69","975","987.1","976.3","10.8","1.1062","45779.2","4532526.991"
"600519.SH","20190621","969.97","984.49","964.5","976.3","975","1.3","0.1333","45926.75","4482726.902"
"600519.SH","20190620","932.5","975.5","932.2","975","932.01","42.99","4.6126","67271.97","6468666.073"
"600519.SH","20190619","940","946.7","932.01","932.01","917","15.01","1.6369","53726.4","5051192.622"
"600519.SH","20190618","917","920","902.6","917","911.6","5.4","0.5924","29441.38","2687679.912"
"600519.SH","20190617","907","926.94","906.02","911.6","913","-1.4","-0.1533","32769.03","3001512.189"
"600519.SH","20190614","911","932.3","910.02","913","910","3","0.3297","42455.04","3905679.105"
"600519.SH","20190613","910","912.3","897","910","906.7","3.3","0.364","32917.42","2984741.685"
"600519.SH","20190612","906.22","910.99","894","906.7","910.89","-4.19","-0.46","37747.4","3420899.273"
"600519.SH","20190611","876","915.61","875","910.89","871.08","39.81","4.5702","80106.44","7209086.88"
"600519.SH","20190610","857.98","878.95","840","871.08","862.13","8.95","1.0381","55502.46","4790052.574"
"600519.SH","20190606","875.62","875.77","858","862.13","871.6","-9.47","-1.0865","34786.85","3009567.792"
"600519.SH","20190605","884","886.26","870","871.6","875.3","-3.7","-0.4227","34067.36","2988114.67"
"600519.SH","20190604","895","895.43","871","875.3","892","-16.7","-1.8722","39689.48","3481384.251"
"600519.SH","20190603","892","901.35","886.28","892","890","2","0.2247","34479.24","3076922.33"
"600519.SH","20190531","900.53","906.99","890","890","905.3","-15.3","-1.69","35793.8","3211384.923"
"600519.SH","20190530","910","919.99","891.22","905.3","911.91","-6.61","-0.7249","40247.2","3634187.681"
"600519.SH","20190529","888.01","924.95","888.01","911.91","888","23.91","2.6926","65646.96","5963755.397"
"600519.SH","20190528","877.99","907.49","875.02","888","879","9","1.0239","74772.77","6670856.081"
"600519.SH","20190527","879.1","882.99","860.05","879","878.5","0.5","0.0569","39161.91","3417213.669"
"600519.SH","20190524","865","885","864.44","878.5","861","17.5","2.0325","44034.09","3858962.204"
"600519.SH","20190523","881","883.98","856.22","861","888","-27","-3.0405","58058.63","5062812.286"
"600519.SH","20190522","894.98","904","880","888","895","-7","-0.7821","32041.58","2853872.828"
"600519.SH","20190521","885","910","872.02","895","884.96","10.04","1.1345","42385.65","3791406.204"
"600519.SH","20190520","900","900","871","884.96","906.79","-21.83","-2.4074","44407.99","3931645.928"
"600519.SH","20190517","927.02","932.3","900.1","906.79","929.91","-23.12","-2.4863","49841.61","4551116.799"
"600519.SH","20190516","919","932","905","929.91","927","2.91","0.3139","44540.12","4108281.95"
"600519.SH","20190515","890.24","933","890.24","927","886.57","40.43","4.5603","63124.25","5778791.845"
"600519.SH","20190514","885","906","873","886.57","892","-5.43","-0.6087","59983.12","5349455.647"
"600519.SH","20190513","898.86","910.98","884","892","907.12","-15.12","-1.6668","46637.18","4179329.433"
"600519.SH","20190510","875.66","910.78","868.19","907.12","858.81","48.31","5.6252","79907.38","7121198.718"
"600519.SH","20190509","875","879.87","842.5","858.81","884.4","-25.59","-2.8935","91545.15","7863312.116"
"600519.SH","20190508","860","901.8","860","884.4","890","-5.6","-0.6292","81882.98","7217709.507"
"600519.SH","20190507","893.28","913.94","870.22","890","906","-16","-1.766","100837.26","9045117.765"
"600519.SH","20190506","925.5","935","893","906","974","-68","-6.9815","135099.68","12299395.806"
"600519.SH","20190430","968","984.96","963.11","974","971.97","2.03","0.2089","35943.18","3503937.512"
"600519.SH","20190429","945","989","935","971.97","945","26.97","2.854","52572.3","5086408.528"
"600519.SH","20190426","946.3","959.88","945","945","952.37","-7.37","-0.7739","43277.68","4119727.292"
"600519.SH","20190425","968.79","973.99","951.22","952.37","970","-17.63","-1.8175","39801.34","3822767.525"
"600519.SH","20190424","979.88","990","951.22","970","974.95","-4.95","-0.5077","45227","4383873.128"
"600519.SH","20190423","951","981.22","949.2","974.95","949.2","25.75","2.7128","48852.05","4725480.295"
"600519.SH","20190422","959.5","978.89","940.61","949.2","952.56","-3.36","-0.3527","40627.96","3897168.684"
"600519.SH","20190419","943.96","960.95","931.31","952.56","945.5","7.06","0.7467","32379.78","3064971.032"
"600519.SH","20190418","945.41","954.68","936.22","945.5","952","-6.5","-0.6828","19598.52","1853076.08"
"600519.SH","20190417","938","955.51","925","952","939.9","12.1","1.2874","40761.02","3848216.557"
"600519.SH","20190416","904.9","939.9","901.22","939.9","907","32.9","3.6273","46423.44","4297385.218"
"600519.SH","20190415","931","939","907","907","914","-7","-0.7659","45522.64","4205548.308"
"600519.SH","20190412","909","919.99","900.01","914","925.2","-11.2","-1.2105","48612.17","4419349.981"
"600519.SH","20190411","948","950","905.55","925.2","947.99","-22.79","-2.404","61102.54","5643817.564"
"600519.SH","20190410","903","951.9","900","947.99","905","42.99","4.7503","67814.38","6331858.748"
"600519.SH","20190409","903","908.2","892.51","905","900.2","4.8","0.5332","47989.8","4308645.696"
"600519.SH","20190408","900","908","890.12","900.2","865","35.2","4.0694","66251.93","5944780.639"
"600519.SH","20190404","840","865.8","836.2","865","844.5","20.5","2.4275","55772.36","4763897.857"
"600519.SH","20190403","840.12","851.74","834.21","844.5","850","-5.5","-0.6471","43056.8","3629854.319"
"600519.SH","20190402","859.99","859.99","836.06","850","859","-9","-1.0477","53227.05","4496538.849"
"600519.SH","20190401","860","868.95","851","859","853.99","5.01","0.5867","60934.61","5228521.999"
"600519.SH","20190329","835","866.68","830.17","853.99","806.8","47.19","5.849","90933.96","7702154.797"
"600519.SH","20190328","793.43","814.48","785.68","806.8","788.5","18.3","2.3209","57566.76","4615969.704"
"600519.SH","20190327","781","793.88","775","788.5","773","15.5","2.0052","42807.39","3366132.247"
"600519.SH","20190326","780","785.94","764.1","773","775.6","-2.6","-0.3352","37595.69","2914112.997"
"600519.SH","20190325","786","788","773.3","775.6","794","-18.4","-2.3174","37270.46","2903744.159"
"600519.SH","20190322","788.22","799.98","785","794","785.75","8.25","1.05","30517.5","2420497.823"
"600519.SH","20190321","788","792.8","781.5","785.75","792.8","-7.05","-0.8893","32573.28","2558222.913"
"600519.SH","20190320","790","802.3","785","792.8","792.61","0.19","0.024","31117.52","2470811.128"
"600519.SH","20190319","803","807.92","792.3","792.61","810.09","-17.48","-2.1578","40634.93","3244967.39"
"600519.SH","20190318","778.8","814.53","777","810.09","777.3","32.79","4.2184","81318.8","6499566.987"
"600519.SH","20190315","776","787.5","764.85","777.3","778","-0.7","-0.09","52400.71","4084798.328"
"600519.SH","20190314","757","785","754","778","754","24","3.183","62172.56","4808607.656"
"600519.SH","20190313","745.5","760.75","745.5","754","745.01","8.99","1.2067","40561.36","3058080.906"
"600519.SH","20190312","763.82","763.83","739","745.01","758.54","-13.53","-1.7837","52510.01","3946382.127"
"600519.SH","20190311","740.04","766.95","740.04","758.54","737.5","21.04","2.8529","53057.24","4001728.73"
"600519.SH","20190308","737.9","746.83","733.65","737.5","748.6","-11.1","-1.4828","52275.25","3868415.483"
"600519.SH","20190307","762.22","762.22","745.56","748.6","768","-19.4","-2.526","60180.53","4526351.877"
"600519.SH","20190306","775","779.5","765.88","768","779.78","-11.78","-1.5107","46731.37","3602140.487"
"600519.SH","20190305","785","789.55","775.88","779.78","781.86","-2.08","-0.266","44830.56","3501155.936"
"600519.SH","20190304","795","798.33","777.22","781.86","789.3","-7.44","-0.9426","84585.96","6661386.571"
"600519.SH","20190301","761.5","790","761","789.3","755.01","34.29","4.5417","63840.23","4952509.171"
"600519.SH","20190228","737.9","763.42","736.95","755.01","740.7","14.31","1.932","56986.25","4289145.218"
"600519.SH","20190227","733","758.02","731","740.7","727.35","13.35","1.8354","65942.27","4908445.127"
"600519.SH","20190226","747.8","749.18","726","727.35","742.33","-14.98","-2.018","57964.66","4265279.124"
"600519.SH","20190225","730.75","744.44","717.99","742.33","726.01","16.32","2.2479","82622.59","6034261.367"
"600519.SH","20190222","717","728.49","714.1","726.01","720.25","5.76","0.7997","25908.77","1867253.93"
"600519.SH","20190221","720","730.48","717","720.25","722","-1.75","-0.2424","29850.4","2163554.333"
"600519.SH","20190220","735","735","716.06","722","730.76","-8.76","-1.1988","37882.37","2742919.644"
"600519.SH","20190219","740.96","742.5","726.66","730.76","740","-9.24","-1.2486","29501.5","2164408.781"
"600519.SH","20190218","731","744.95","731","740","724.78","15.22","2.0999","37745.89","2787522.993"
"600519.SH","20190215","734.88","734.88","723.02","724.78","737.16","-12.38","-1.6794","23237.98","1691515.518"
"600519.SH","20190214","731.2","743.66","730.14","737.16","735.25","1.91","0.2598","32258.13","2375987.077"
"600519.SH","20190213","723","736.16","717.22","735.25","717.92","17.33","2.4139","35677.06","2589623.528"
"600519.SH","20190212","723","725.49","715.2","717.92","725.3","-7.38","-1.0175","35091.43","2521840.124"
"600519.SH","20190211","695","729.5","688.18","725.3","692.67","32.63","4.7108","58140.75","4143849.806"
"600519.SH","20190201","697.04","699","689.61","692.67","689.6","3.07","0.4452","30520.62","2121326.14"
"600519.SH","20190131","680","689.6","677.56","689.6","676","13.6","2.0118","36696.57","2515374.97"
"600519.SH","20190130","684.99","686.22","676","676","685","-9","-1.3139","22699.96","1545353.573"
"600519.SH","20190129","677.5","688","668","685","677","8","1.1817","30342.59","2069407.513"
"600519.SH","20190128","684","693.98","676.03","677","679.7","-2.7","-0.3972","36102.87","2476277.972"
"600519.SH","20190125","675.88","684.9","669.93","679.7","672.5","7.2","1.0706","28986.35","1966232.09"
"600519.SH","20190124","670.3","677.83","664.68","672.5","665.66","6.84","1.0276","29155.27","1960227.058"
"600519.SH","20190123","667.22","674.5","663.13","665.66","671","-5.34","-0.7958","33624.81","2247371.221"
"600519.SH","20190122","686","686","665.22","671","686.98","-15.98","-2.3261","42122.21","2834735.031"
"600519.SH","20190121","690","698.88","681.88","686.98","683.61","3.37","0.493","47051.93","3242615.722"
"600519.SH","20190118","665","690.2","661.5","683.61","659.25","24.36","3.6951","68609.18","4647515.824"
"600519.SH","20190117","663","669.7","655.8","659.25","661.1","-1.85","-0.2798","30284.76","2004454.115"
"600519.SH","20190116","658","665.65","653.6","661.1","659.98","1.12","0.1697","42083.64","2775103.93"
"600519.SH","20190115","627.86","661.5","625","659.98","624.6","35.38","5.6644","55764.85","3613919.068"
"600519.SH","20190114","633","635.89","621.55","624.6","635.88","-11.28","-1.7739","25648.9","1606308.126"
"600519.SH","20190111","625","637","618.75","635.88","618.77","17.11","2.7652","38884.21","2445929.483"
"600519.SH","20190110","617.13","624.88","610.25","618.77","616.12","2.65","0.4301","29043.9","1797683.134"
"600519.SH","20190109","609.99","626.16","609.04","616.12","604.79","11.33","1.8734","49892.27","3084214.779"
"600519.SH","20190108","605.5","612","600.28","604.79","605.49","-0.7","-0.1156","28838.13","1750413.219"
"600519.SH","20190107","608","612","602.22","605.49","602","3.49","0.5797","34750.13","2105981.461"
"600519.SH","20190104","587.28","607.67","582.02","602","590","12","2.0339","37683.47","2258501.484"
"600519.SH","20190103","599.97","601.66","585.8","590","598.98","-8.98","-1.4992","30977.35","1838179.174"
"600519.SH","20190102","609.98","612","595.01","598.98","590.01","8.97","1.5203","62286.49","3754387.984"
"600519.SH","20181228","563.3","596.4","560","590.01","563","27.01","4.7975","63678.37","3705150.49"
"600519.SH","20181227","570","571.85","562.22","563","560.08","2.92","0.5214","29493.57","1670211.285"
"600519.SH","20181226","563.81","568.4","558","560.08","565.79","-5.71","-1.0092","17866.2","1005617.678"
"600519.SH","20181225","562.22","567.5","553.61","565.79","568","-2.21","-0.3891","26592.86","1490157.587"
"600519.SH","20181224","563.5","570.91","558","568","567.41","0.59","0.104","19109.86","1080787.424"
"600519.SH","20181221","571","573.45","562.21","567.41","574.5","-7.09","-1.2341","30640.43","1736537.277"
"600519.SH","20181220","576.22","581.5","568.89","574.5","577.8","-3.3","-0.5711","26940.98","1549600.76"
"600519.SH","20181219","589","590.99","576.03","577.8","590.94","-13.14","-2.2236","25715.96","1501321.336"
"600519.SH","20181218","585.88","591.54","585","590.94","590.52","0.42","0.0711","19222.18","1130221.286"
"600519.SH","20181217","592.57","595.97","585.01","590.52","592.96","-2.44","-0.4115","24895.85","1466942.952"
"600519.SH","20181214","598.01","599.8","592","592.96","601.75","-8.79","-1.4607","24554.48","1461585.126"
"600519.SH","20181213","590","606.88","589.6","601.75","589","12.75","2.1647","40399.41","2427823.194"
"600519.SH","20181212","588.79","589.2","582.8","589","582.99","6.01","1.0309","19921.54","1168089.518"
"600519.SH","20181211","577","586.55","577","582.99","577.23","5.76","0.9979","16316.6","949962.155"
"600519.SH","20181210","576","587.5","574.18","577.23","587","-9.77","-1.6644","24640.68","1427993.218"
"600519.SH","20181207","595.6","598.86","584.7","587","591.8","-4.8","-0.8111","26841.67","1583970.32"
"600519.SH","20181206","600","605.98","590.36","591.8","610.1","-18.3","-2.9995","37758.07","2250440.655"
"600519.SH","20181205","597.5","616.5","595","610.1","602.23","7.87","1.3068","41588.19","2523641.849"
"600519.SH","20181204","602.99","604.26","595","602.23","601.2","1.03","0.1713","31473.88","1888148.735"
"600519.SH","20181203","589","605","584.77","601.2","565","36.2","6.4071","83414.68","4964130.146"
"600519.SH","20181130","557","568.89","553","565","551.6","13.4","2.4293","49010.46","2762808.219"
"600519.SH","20181129","566.03","569.8","549.01","551.6","557","-5.4","-0.9695","45069.45","2524752.31"
"600519.SH","20181128","550.85","559.19","545.5","557","548.1","8.9","1.6238","27737.93","1535544.366"
"600519.SH","20181127","552","554.99","546.5","548.1","552.11","-4.01","-0.7263","20233.82","1112920.631"
"600519.SH","20181126","558","560.2","552","552.11","556.9","-4.79","-0.8601","19120.19","1063536.979"
"600519.SH","20181123","564","567.3","556.9","556.9","564.5","-7.6","-1.3463","20126.21","1126652.921"
"600519.SH","20181122","565.15","567.33","558","564.5","564.7","-0.2","-0.0354","21213.33","1193347.565"
"600519.SH","20181121","554","568.9","553.68","564.7","561.6","3.1","0.552","27107.3","1527915.052"
"600519.SH","20181120","565","568","560","561.6","569.02","-7.42","-1.304","26943.26","1514353.125"
"600519.SH","20181119","560.3","572","559.11","569.02","560","9.02","1.6107","36179.25","2052509.531"
"600519.SH","20181116","561","566","558.03","560","559.7","0.3","0.0536","28938.79","1625453.517"
"600519.SH","20181115","558.8","564.8","555.5","559.7","555.1","4.6","0.8287","30833.4","1728199.015"
"600519.SH","20181114","569.96","569.96","552.55","555.1","570","-14.9","-2.614","41766.83","2331999.884"
"600519.SH","20181113","546.12","570","543","570","552","18","3.2609","66429.05","3695850.099"
"600519.SH","20181112","553","554.2","536.8","552","562","-10","-1.7794","67824.22","3709848.786"
"600519.SH","20181109","567.22","569","562","562","570.34","-8.34","-1.4623","24336.82","1374731.688"
"600519.SH","20181108","574","577","568","570.34","566.4","3.94","0.6956","33763.74","1933594.956"
"600519.SH","20181107","569","574.95","562.01","566.4","566","0.4","0.0707","38107.78","2165679.706"
"600519.SH","20181106","574","574.16","558.01","566","575.8","-9.8","-1.702","45566.14","2572068.93"
"600519.SH","20181105","593","593","571.77","575.8","599.9","-24.1","-4.0173","75517.08","4373994.135"
"600519.SH","20181102","585","600","572.24","599.9","563","36.9","6.5542","89156.96","5227695.093"
"600519.SH","20181101","555","585.5","551.25","563","548.9","14.1","2.5688","98106.72","5581027.253"
"600519.SH","20181031","527","555","522","548.9","524","24.9","4.7519","96884.82","5239853.122"
"600519.SH","20181030","510","543","509.02","524","549.09","-25.09","-4.5694","204396.67","10663392.394"
"600519.SH","20181029","549.09","549.09","549.09","549.09","610.1","-61.01","-10","49076","2694714.084"
"600519.SH","20181026","619","625","607.98","610.1","619","-8.9","-1.4378","55327.38","3388947.805"
"600519.SH","20181025","620","622.5","608.58","619","636.99","-17.99","-2.8242","75568.38","4657019.123"
"600519.SH","20181024","628.11","650","620","636.99","641.74","-4.75","-0.7402","76112.82","4818473.584"
"600519.SH","20181023","689","689","635","641.74","693","-51.26","-7.3968","123112.73","8076618.589"
"600519.SH","20181022","675","702.02","675","693","670","23","3.4328","73108.57","5036971.569"
"600519.SH","20181019","638","675","635.08","670","645.94","24.06","3.7248","76199.38","4973381.203"
"600519.SH","20181018","660","660","644.97","645.94","665.72","-19.78","-2.9712","52156.07","3394332.712"
"600519.SH","20181017","675","677.3","649.9","665.72","667.14","-1.42","-0.2128","43077.07","2846537.063"
"600519.SH","20181016","665.98","679.53","662.01","667.14","666.9","0.24","0.036","26393.6","1766613.793"
"600519.SH","20181015","669.49","671.95","660.03","666.9","668","-1.1","-0.1647","35607.3","2372056.68"
"600519.SH","20181012","651","672.68","650.58","668","644.99","23.01","3.5675","54472.56","3599837.217"
"600519.SH","20181011","635.01","668.94","635.01","644.99","670.92","-25.93","-3.8648","91581.96","5953169.079"
"600519.SH","20181010","697.26","698","669.69","670.92","695","-24.08","-3.4647","63098.2","4288785.948"
"600519.SH","20181009","686.9","698.71","685.9","695","686.15","8.85","1.2898","40222.83","2785526.957"
"600519.SH","20181008","715.41","719","686.15","686.15","730","-43.85","-6.0068","82745.02","5798721.501"
"600519.SH","20180928","726.7","733.2","718.88","730","724","6","0.8287","35089.8","2551115.844"
"600519.SH","20180927","727.5","728","715.4","724","724.93","-0.93","-0.1283","40508.53","2918965.007"
"600519.SH","20180926","702.1","732.68","701.99","724.93","697.02","27.91","4.0042","72287.77","5200777.033"
"600519.SH","20180925","695","705.77","693.26","697.02","700.01","-2.99","-0.4271","30639.91","2142679.11"
"600519.SH","20180921","682","700.01","680.01","700.01","678.55","21.46","3.1626","42617.2","2945196.257"
"600519.SH","20180920","685.2","686.9","677.36","678.55","681.42","-2.87","-0.4212","27519.48","1878075.359"
"600519.SH","20180919","666.58","686","666","681.42","666.7","14.72","2.2079","48221.84","3277470.608"
"600519.SH","20180918","643","668","642.22","666.7","645.81","20.89","3.2347","37858.68","2480477.388"
"600519.SH","20180917","645","652.96","641.06","645.81","642.9","2.91","0.4526","29112.95","1884188.491"
"600519.SH","20180914","633.98","649.78","628.53","642.9","631.98","10.92","1.7279","40900.19","2617626.839"
"600519.SH","20180913","638","642","620","631.98","630","1.98","0.3143","47713.16","3004019.091"
"600519.SH","20180912","643","644.87","628.01","630","646","-16","-2.4768","41157.37","2612360.007"
"600519.SH","20180911","645.57","650.97","640.63","646","644.8","1.2","0.1861","19496.87","1258466.309"
"600519.SH","20180910","652.2","653.81","640.7","644.8","650.97","-6.17","-0.9478","21202.2","1369296.442"
"600519.SH","20180907","645.5","658.03","645.14","650.97","644","6.97","1.0823","29240.06","1903829.724"
"600519.SH","20180906","652","659.26","640","644","657.79","-13.79","-2.0964","42370.58","2744204.071"
"600519.SH","20180905","675","676.99","657","657.79","675.04","-17.25","-2.5554","28983.42","1927600.143"
"600519.SH","20180904","666.8","676","661.6","675.04","666.21","8.83","1.3254","21540.48","1441658.194"
"600519.SH","20180903","652","667.67","650.8","666.21","659.19","7.02","1.0649","30179.84","1992654.934"
"600519.SH","20180831","676.25","677","656.5","659.19","680.4","-21.21","-3.1173","58980.93","3911486.18"
"600519.SH","20180830","688.21","692.6","679.01","680.4","685.85","-5.45","-0.7946","33788.33","2312993.223"
"600519.SH","20180829","682","688.88","679.1","685.85","681","4.85","0.7122","27404.03","1877474.37"
"600519.SH","20180828","693","693.78","678.55","681","687.3","-6.3","-0.9166","32488.9","2222697.903"
"600519.SH","20180827","662","687.3","662","687.3","660.3","27","4.0891","48016.92","3261483.99"
"600519.SH","20180824","669","669","656.46","660.3","670.21","-9.91","-1.4786","26090.26","1725516.32"
"600519.SH","20180823","671.7","678.5","665.18","670.21","667.7","2.51","0.3759","27357.27","1836880.236"
"600519.SH","20180822","671","673.2","663","667.7","671.49","-3.79","-0.5644","20675.51","1381418.422"
"600519.SH","20180821","647","672.3","647","671.49","644.79","26.7","4.1409","52249.02","3460897.975"
"600519.SH","20180820","632.45","645.55","616.86","644.79","634.86","9.93","1.5641","48852.34","3081035.729"
"600519.SH","20180817","657.5","657.5","630.01","634.86","648.44","-13.58","-2.0943","46574.57","3001465.861"
"600519.SH","20180816","652","668.5","640","648.44","662.8","-14.36","-2.1666","59939.85","3908421.566"
"600519.SH","20180815","679.8","680","661","662.8","680.13","-17.33","-2.548","34997.09","2336994.709"
"600519.SH","20180814","679.22","684.5","673.51","680.13","679.22","0.91","0.134","21696.83","1474124.248"
"600519.SH","20180813","683","683","666.68","679.22","687.18","-7.96","-1.1584","34570.41","2329262.063"
"600519.SH","20180810","691.88","694.77","684.2","687.18","691.88","-4.7","-0.6793","23817.67","1643993.563"
"600519.SH","20180809","671","694.5","670.12","691.88","676.22","15.66","2.3158","34485.75","2368461.339"
"600519.SH","20180808","687.02","689","671.87","676.22","686.28","-10.06","-1.4659","29685.44","2016438.669"
"600519.SH","20180807","672.3","687.83","662.02","686.28","669.68","16.6","2.4788","39085.59","2645263.31"
"600519.SH","20180806","677","684","662.25","669.68","678.99","-9.31","-1.3712","45248.12","3039091.096"
"600519.SH","20180803","695","695","676.2","678.99","695.84","-16.85","-2.4215","47336.99","3230239.085"
"600519.SH","20180802","715.97","715.97","687.88","695.84","714.94","-19.1","-2.6716","55001.43","3840134.516"
"600519.SH","20180801","731.4","732.3","714.11","714.94","726.44","-11.5","-1.5831","25237.88","1821933.661"
"600519.SH","20180731","720.3","727.88","719.21","726.44","719.21","7.23","1.0053","20683.46","1499353.469"
"600519.SH","20180730","738.9","740.66","715","719.21","738.56","-19.35","-2.62","42171.66","3058614.52"
"600519.SH","20180727","736","744.3","730","738.56","735.62","2.94","0.3997","20913.6","1546655.26"
"600519.SH","20180726","748.9","748.9","734.23","735.62","743.81","-8.19","-1.1011","23067.26","1707662.628"
"600519.SH","20180725","746.95","749.88","740.01","743.81","745.4","-1.59","-0.2133","21743.88","1618737.612"
"600519.SH","20180724","732.68","747.3","723","745.4","732.07","13.33","1.8209","41808.6","3091209.135"
"600519.SH","20180723","736","741.15","720.01","732.07","741.13","-9.06","-1.2225","35969.89","2621763.717"
"600519.SH","20180720","741.5","743.13","728","741.13","740.95","0.18","0.0243","30548.5","2249792.135"
"600519.SH","20180719","739","743.95","735.02","740.95","737.44","3.51","0.48","18078.5","1337080.011"
"600519.SH","20180718","742.43","749.69","735","737.44","742.43","-4.99","-0.67","24521.71","1818760.392"
"600519.SH","20180717","757","757","736.02","742.43","754.68","-12.25","-1.62","27806.03","2064190.615"
"600519.SH","20180716","752.3","764.11","751.03","754.68","746.99","7.69","1.03","32474.87","2454501.604"
"600519.SH","20180713","742.3","748.1","735.12","746.99","737.54","9.45","1.28","28907.04","2152944.602"
"600519.SH","20180712","718","741.17","718","737.54","719.58","17.96","2.5","40170.04","2947129.14"
"600519.SH","20180711","710","724","702.22","719.58","725.76","-6.18","-0.85","24278.45","1736875.98"
"600519.SH","20180710","729","731.5","713.33","725.76","727.24","-1.48","-0.2","29010.47","2096683.487"
"600519.SH","20180709","720.03","729.86","719.73","727.24","714.12","13.12","1.84","40572.66","2944655.287"
"600519.SH","20180706","707","720.93","699.26","714.12","702.39","11.73","1.67","44156.61","3140922.35"
"600519.SH","20180705","700","716.2","700","702.39","690.91","11.48","1.66","47123.8","3333680.083"
"600519.SH","20180704","692","700","688","690.91","694.92","-4.01","-0.58","37990.75","2637494.71"
"600519.SH","20180703","709.76","715.78","678.23","694.92","711.55","-16.63","-2.34","82837.1","5743330.241"
"600519.SH","20180702","734.52","739.33","703","711.55","731.46","-19.91","-2.72","37558.11","2709882.026"
"600519.SH","20180629","712.3","732.3","705","731.46","710.93","20.53","2.89","32929.27","2378884.218"
"600519.SH","20180628","714","719","697","710.93","722.44","-11.51","-1.59","50833.94","3610842.734"
"600519.SH","20180627","752","757","721","722.44","754.8","-32.36","-4.29","57298.01","4194739.085"
"600519.SH","20180626","765.31","769.88","747","754.8","765.56","-10.76","-1.41","46577.98","3516945.435"
"600519.SH","20180625","766","778.97","764.9","765.56","766.53","-0.97","-0.13","32934.16","2543272.262"
"600519.SH","20180622","754","767","750","766.53","759.32","7.21","0.95","28854.81","2190055.865"
"600519.SH","20180621","765.22","778.89","758.77","759.32","763.59","-4.27","-0.56","39182.55","3013867.644"
"600519.SH","20180620","741","765","741","763.59","738","25.59","3.47","45838.02","3454583.693"
"600519.SH","20180619","769","769","737","738","773.33","-35.33","-4.57","60195.87","4535664.03"
"600519.SH","20180615","773.2","778.58","769.1","773.33","775.13","-1.8","-0.23","31707.73","2455441.877"
"600519.SH","20180614","790","793.8","775.18","786.13","790.33","-4.2","-0.53","36159.61","2830514.231"
"600519.SH","20180613","800","802.62","788.88","790.33","799.19","-8.86","-1.11","35244.37","2803441.679"
"600519.SH","20180612","778","803.5","776.5","799.19","775.73","23.46","3.02","55287.08","4385043.27"
"600519.SH","20180611","776.05","786","768.33","775.73","777.95","-2.22","-0.29","36547.55","2837404.005"
"600519.SH","20180608","780","785.9","770","777.95","780.97","-3.02","-0.39","34958.46","2712363.711"
"600519.SH","20180607","789.98","795.55","778.9","780.97","785.75","-4.78","-0.61","39167.78","3078137.471"
"600519.SH","20180606","788","800.95","782.3","785.75","788.05","-2.3","-0.29","48969.48","3870616.725"
"600519.SH","20180605","786.5","794.7","777.23","788.05","781.97","6.08","0.78","52629.67","4136578.583"
"600519.SH","20180604","752.35","782.9","745.88","781.97","745.11","36.86","4.95","73805.97","5697540.359"
"600519.SH","20180601","751.13","754.98","738.76","745.11","751.13","-6.02","-0.8","36177.63","2694415.012"
"600519.SH","20180531","730.25","751.62","730.24","751.13","725.87","25.26","3.48","71852.87","5356222.572"
"600519.SH","20180530","727.22","737.3","720.05","725.87","731.43","-5.56","-0.76","37147.1","2706486.799"
"600519.SH","20180529","738.8","750","731.28","731.43","740.4","-8.97","-1.21","40820.27","3029700.817"
"600519.SH","20180528","718","740.66","715.12","740.4","716.86","23.54","3.28","42805.23","3129960.293"
